v3116	vTradingAgents
v7554	vKRHC@VSL
v7555	vEuroSec
v7556	vRecSysTEL@RecSys
v7557	vS
v7550	vSequentialMonteCarloMethodsforNonlinearDiscrete-TimeFiltering
v7551	vWorkingTogetherApart:CollaborationovertheInternet
v7552	vROBOTIK
v7553	vCSCESM
v7558	vDublin,Ireland
v7559	vSMT
v6687	vGEOGROWD
v6686	vBigSpatial@SIGSPATIAL
v6685	vIWCTS@SIGSPATIAL
v6684	vHealthGIS
v6683	vIWSDA
v6682	vCSERC
v6681	vCIHLI
v6680	vASSRI
v6939	vNODALIDA
v6938	vIEEEConf.onIntelligentSystems()
v6689	vPROMOTO@SPLASH
v6688	vMapInteract
v7330	v"EDUCON
v7331	vWSICC@TVX
v7332	vSecureMulti-PartyComputation
v7333	vTheoreticalAspectsofDistributedComputinginSensorNetworks
v7334	vUbiquitousMusic
v7335	vCSI-SE@ICSE
v7336	vWI-IAT()
v7337	vSenseCam
v7338	vIEEET.RoboticsandAutomation
v7339	vMCPS
v6063	vIoT-App@SenSys
v6062	vSII
v6061	vIBICA
v6060	vIHTC
v6067	vA-TEST@SIGSOFTFSE
v6066	vIETCircuits,Devices&Systems
v6065	vNFM
v6064	vSIMULTECH(SelectedPapers)
v6069	vDomainDecompositionMethodsinScienceandEngineeringXX
v6068	vVARE
v1488	vISCID()
v1489	vICCMS
v1480	vICDIM
v1481	vICEGOV
v1482	vATMOS
v1483	vHOST
v1484	vCISIS
v1485	vMobilityConference
v1486	vICAART()
v1487	vMALLOW
v5567	vSECCO
v5566	vFrequentPatternMining
v5565	vSocio-technicalDesignofUbiquitousComputingSystems
v5564	vIEEEJ.Emerg.Sel.TopicsCircuitsSyst.
v5563	vENSSys@SenSys
v5562	vSIS
v5561	vMDMKDD
v5560	vCIARP()
v5569	vSCVT
v5568	vWCSI
v4960	vLearnedPublishing
v4961	vSECONWorkshops
v4962	vSTACOM@MICCAI
v4963	vVPT
v4964	vCLOUD
v4965	vEWSDN
v4966	vHotSDN
v4967	vChinaSIP
v4968	vWCSP
v4969	vIIMSS
v2351	vGraphsandCombinatorics
v2350	vElektrotechnikundInformationstechnik
v2353	vInternationalJournalofInternetandEnterpriseManagement
v2352	vIETSoftware
v2355	vJournalofInterconnectionNetworks
v2354	vJournalofAppliedNon-ClassicalLogics
v2357	vIPEC
v2356	vNewGenerationComput.
v2359	vEVOL/IWPSE
v2358	vProgrammingandComputerSoftware
v4216	vURAI
v4217	vUniDL
v4214	vESSDERC
v4215	vICACCI
v4212	vI-SEMANTICS(Posters&Demos)
v4213	vLA-NMR
v4210	vUCAmI
v4211	vBioVis
v4218	vONTOBRAS-MOST
v4219	vAIMM
v2086	vComputersinEntertainment
v2430	vWEBIST()
v2927	vIEEETrans.Comput.Intellig.andAIinGames
v2432	vWOA
v2925	vSIAMReview
v2434	vWSE
v2435	vCEFP
v1040	vSIGMAP
v2436	vIPAW
v1041	vICTIR
v3128	vFundamentalsofBiomedicalTransportProcesses
v2437	vNordiCHI
v1734	vAST
v1043	vWINSYS
v1044	vMOBILIGHT
v1045	vAMMA
v1730	vICNC
v1047	vNanoNet
v5619	vHWID
v5618	vCSMR-WCRE
v1558	vTLT
v5612	vHandbookofDocumentImageProcessingandRecognition
v7101	vMobileInteractionsinContext
v6214	vWGP@ICFP
v6215	vILOG@BIR
v6216	vWOIS@BIR
v6217	vIMDM@VLDB
v6210	vIJCSM
v6211	vLanguage,Culture,Computation()
v6212	vASM@ACMMultimedia
v6213	vCSL-LICS
v6218	vBigData
v6219	vLivingLab@CIKM
v521	vSSTD
v520	vSPIN
v523	vSTOC
v522	vSSDBM
v525	vTLCA
v524	vTARK
v527	vWebD
v526	vVR
v529	vSEA
v528	vWADS
v1823	vPROPOR
v5927	vCBD
v5926	vEANN()
v5925	vEANN
v5292	vRePriCo
v5295	vTACL
v5294	vPCODA@SANER
v5921	vAIIP/SemanticCities@IJCAI
v5920	vDataClassification:AlgorithmsandApplications
v1071	vEIT
v1070	vIWOCA
v5020	vDECS@SAFECOMP
v5021	vCARS@SAFECOMP
v5026	vTEEM
v1074	vNAS
v5024	vAISTATS
v1076	vCloudCom
v1079	ve-Forensics
v1078	vWISM
v5028	vCBI
v5029	vIJART
v4779	vOpenComputerScience
v4778	vNetSys
v4775	vRecentAdvancesinSwarmIntelligenceandEvolutionaryComputation
v4774	vICEE
v4777	vCICARE
v4776	vKybernetika
v4771	vDigitalHeritage
v4770	vJournalofDocumentation
v4773	vMobiGames@MobiSys
v4772	vCOIN@AAMAS
v6137	vJ.Logic&Analysis
v5798	vKnow@LOD
v5799	vHandbookofIrisRecognition
v1299	vAsianTestSymposium
v1298	vASWC
v1295	vAPSEC
v5791	vHSC
v1297	vASIACRYPT
v1296	vIEEESymposiumonComputerArithmetic
v1291	vAGILE
v1290	vACSAC
v5796	vWoDOOM
v1292	vAICT
v4519	vECML/PKDD
v4518	vMetaSel@PKDD/ECML
v4511	vICMC
v4510	vFiniteElementMethodSimulationofDDeformableSolids
v4513	vCIT/IUCC/DASC/PICom
v4512	vVTDC@ICAC
v4515	vIJRSDA
v4514	vAMIA
v4517	vTheAmericanMathematicalMonthly
v4516	vICCSAMA
v3749	vSocialChoiceandWelfare
v3748	vIJCNDS
v3745	vIJAISC
v3744	vIJMEI
v3747	vPLoSComputationalBiology
v3746	vJ.ArtificialSocietiesandSocialSimulation
v3741	vIJIDSS
v3740	vIJCIH
v3743	vTheoryofComputing,GraduateSurveys
v3742	vIJITCC
v1923	vUbiMob
v1922	vBMEI
v1921	vSCSS
v1920	vTeNe
v1927	vICITS
v1926	vIWRT
v1925	vMobiMedia
v1924	vICISP
v1929	vWAFR
v1928	vICHL
v3569	vSocialNetworkDataAnalytics
v3568	vSystemsEngineering
v3299	vCETS
v3298	vOKCon
v3561	vQualityofServiceinWirelessNetworksOverUnlicensedSpectrum
v3292	vIVM/FTMDD/RTSOABIS/MSVVEIS
v3563	vICIS
v3290	vISWC
v3297	vHistoryofNordicComputing
v3296	vMSM/MUSE
v3567	vMismatchandNoiseinModernICProcesses
v3294	vLISS()
v493	vMLDM
v68	vISQED
v63	vICA
v62	vICQT
v2168	vCommunicationsinStatistics-SimulationandComputation
v2169	vScienceandEngineeringEthics
v2162	vJIDM
v2163	vInt.J.SoftwareandInformatics
v2160	vSystems&ControlLetters
v2161	vJ.NonlinearScience
v2166	vAdvancesinComplexSystems
v2167	vFiniteFieldsandTheirApplications
v2164	vSIAMJ.ImagingSciences
v2165	vSIAMJ.ControlandOptimization
v7532	vTheTaxobook:History,Theories,andConceptsofKnowledgeOrganization
v7533	vFPGA-AcceleratedSimulationofComputerSystems
v7530	vSharingNetworkResources
v6983	vIJTMCC
v7536	vLatencyandDistortionofElectromagneticTrackersforAugmentedRealitySystems
v7537	vAPhilosophyofTechnology:FromTechnicalArtefactstoSociotechnicalSystems
v7534	vMathematicalToolsforShapeAnalysisandDescription
v7535	vPervasiveDisplays
v7538	vDigitalLibraryTechnologies
v7539	vBIOMS
v6669	vIASSISTConference
v6668	vCCPR
v6919	vCHItaly(DoctoralConsortium)
v6918	vEntertainmentComputing
v6665	vEAPCogSci
v6664	vSyDeSummerSchool
v6667	vCCPR()
v6666	vAADIOS
v6661	vMindTheGap@iConference
v6660	vCSBio
v6663	vWPTE@RTA/TLCA
v6662	vSDA@JCDL/TPDL
v6988	vPLE@ECOOP
v6989	vInternationalJournalofInformationRetrievalResearch(IJIRR)
v6009	vHotCloud
v6008	vTASS@SEPLN
v6001	vACI@UAI
v6000	vICARA(selectedextendedpapers)
v6003	vIJDATS
v6002	vBMA@UAI
v6005	vWebServicesFoundations
v6004	vRAM/CIS
v6007	vFFER@ICPR
v6006	vManagingandMiningSensorData
v92	vSTACS
v93	vTACAS
v90	vSODA
v91	vSOFSEM
v96	vTLDI
v97	vVLSIDesign
v94	vTAMC
v2211	vAdvancesinMulti-ObjectiveNatureInspiredComputing
v98	vVMCAI
v99	vWA
v2212	vNon-StandardParameterAdaptationforExploratoryDataAnalysis
v2745	vTQC
v2214	vCognition-DrivenDecisionSupportforBusinessIntelligence
v2215	vSystem-ErgonomicDesignofCognitiveAutomation
v2216	vEmotionalIntelligence
v2217	vUncertaintyApproachesforSpatialDataModelingandProcessing
v5589	vICSOFT(SelectedPapers)
v5588	vICSOFTPT
v5585	vFrontiersofComputerScience
v5584	vInf.&Comput.Security
v5587	vICSOFTEA
v5586	vICSOFT-PT
v5581	vHighPerformanceComputingWorkshop
v5580	vONTOBRAS
v5583	vEuroMPI/ASIA
v5582	vProgressinAI
v4988	vSETTA
v4989	vBigData-Algorithms,Analytics,andApplications
v657	vAMT
v4987	vWIVACE
v655	vAIRS
v654	vICAPS
v653	vAINA
v652	vAINAWorkshops
v4980	vNetSoft
v4981	vIEEEMS
v385	vSecurityandCommunicationNetworks
v384	vTransactionsonDataPrivacy
v387	vAdHoc&SensorWirelessNetworks
v4185	vREST:FromResearchtoPractice
v381	vIJSSCI
v4183	vJournalofAutomata,LanguagesandCombinatorics
v4180	vLINEARITY
v4181	vQPL
v389	vAnnalsOR
v388	vDiscreteOptimization
v2808	vICDFC
v2379	vInt.J.SystemsScience
v2378	vIMAJ.Math.Control&Information
v2805	vBIR
v2804	vLESS
v2375	vIJISCM
v2374	vIJICT
v2801	vCSNDSP
v2800	vMUD
v2371	vIJMTM
v2370	vIJEB
v4238	vSLE(DoctoralSymposium)
v4239	vNSPW
v4234	vMSW
v4235	vMESOCA
v4236	vVR/AR
v4237	vSNDS
v4230	vISPECE
v4231	vSISY
v4232	vCCSEIT
v4233	vKES
v3176	vIWDE
v3177	vTST
v3174	vIDAACS()
v3175	vSSW
v3172	vInternationalSymposiumonRapidSystemPrototyping
v3173	vIEEEInternationalSymposiumonRapidSystemPrototyping
v3170	vACC()
v3171	vSDKB
v3178	vCPP
v3179	vMCPR
v7275	vJ.LanguageModelling
v7274	vGCH
v7277	vMachinelearningapproachestostatisticaldependencesandcausality
v7276	vIJESJP
v7271	vInt.J.Intell.Games&Simulation
v7270	vAGERE!@SPLASH
v7273	vSHAPES
v7272	vWDIA
v7279	vPerspectivesWorkshop:SemanticWebReflectionsandFutureDirections
v7278	vRefinementBasedMethodsfortheConstructionofDependableSystems
v891	vPerCom
v890	vPDPTA
v893	vPrivacyEnhancingTechnologies
v892	vPerComWorkshops
v895	vPODC
v894	vECML/PKDD()
v897	vTestCom/FATES
v896	vPPDP
v899	vRAID
v898	vPVM/MPI
v6272	vESOS
v6273	vFTFJP@ECOOP
v6270	vIJMIC
v6271	vCARE/AVSA@AAMAS
v6276	vSIGGRAPHAsiaCourses
v6277	vCICMWorkshops
v6274	vCOOMPL@ECOOP
v6275	vProgressinAutomation,RoboticsandMeasuringTechniques
v6278	vSafeConfig@CCS
v6279	vWHPCF@SC
v1237	vAdvancesinMachineLearningII
v1236	vBrain-InspiredInformationTechnology
v4255	vITGConferenceonSpeechCommunication
v1239	vMulti-ObjectiveSwarmIntelligentSystems
v1238	vBiomedicalDataandApplications
v6496	vConcurrentObjectsandBeyond
v6497	vHOWARD-
v6494	vAdvancesinKnowledgeRepresentation,LogicProgramming,andAbstractArgumentation
v6495	vHorizonsoftheMind
v6492	vComputingwithNewResources
v6493	vATributetoProf.Dr.DaRuan
v6490	vMAPTRAITS@ICMI
v6491	vGazeIn@ICMI
v6498	vSoftware,Services,andSystems
v6499	vDiscreteMathematicsandComputerScience
v5008	vADBIS(ShortPapersandWorkshops)
v5009	vDepCoS-RELCOMEX
v1729	vICMS
v1728	vICMLC
v1059	vQuaCon
v1058	vICCCI
v1725	vICLP(TechnicalCommunications)
v1056	vBrainInformatics
v5002	vPIMRCWorkshops
v1054	vNordSec
v1721	vICGI
v1052	vNursingInformatics
v1723	vICIP
v1722	vICIAR()
v4759	vICDSST
v4758	vHPCC/CSS/ICESS
v4753	vIA@SC
v4752	vKDDCup
v4751	vBigMine
v4750	vPMBS@SC
v4757	vHPCC/EUC
v4756	vROCOND
v4755	vWSA
v4754	vHRI(ExtendedAbstracts)
v7210	vFractalAnalysisofBreastMassesinMammograms
v5918	vConsumerDepthCamerasforComputerVision
v5919	vJ.Inform.andCommun.ConvergenceEngineering
v5912	vMiddlewareDemo&PosterTrack
v5913	vISPRSInt.J.Geo-Information
v5910	vDSAA
v5911	vEGOV/ePartOngoingResearch
v5916	vHandbookofBiometricAnti-Spoofing
v5917	vSimilarity-BasedPatternAnalysisandRecognition
v5914	vPersonRe-Identification
v5915	vFusioninComputerVision
v3769	vPragueBull.Math.Linguistics
v3768	vTheReviewofSocionetworkStrategies
v3762	vMBT
v3761	vFICS
v3760	vMSFP
v3767	vInt.J.Reconfig.Comp.
v3766	vIJIPSI
v3765	vFAVO
v3764	vLSFA
v1949	vIWPACBB
v1948	vJAC
v1941	vJURIX
v1940	vI-USED
v1943	vISSSE
v1942	vTAMoCo
v1945	vCPA
v1944	vLAPTEC
v1947	vFIS
v1946	vWCNC
v4537	vIETNetworks
v4536	vInf.ServicesandUse
v4535	vFTSCS
v4534	vJ.SystemsScience&Complexity
v4533	vEmpiRE
v4532	vCrowdRE@RE
v4531	vEUROCAST()
v4530	vESPRE
v4539	vICCVWorkshops
v4538	vHCI
v3547	vComputationalMethodsfortheInnovativeDesignofElectricalDevices
v3546	vVISAPP
v3817	vComputers,PrivacyandDataProtection
v3544	vUAI
v3543	vNextGenerationDataTechnologiesforCollectiveComputationalIntelligence
v3542	vInnovativeComputingMethodsandTheirApplicationstoEngineeringProblems
v3541	vIntelligentNetworking,CollaborativeSystemsandApplications
v3540	vAdvancesinDistributedAgent-BasedRetrievalTools
v3819	vProof,ComputationandAgency
v3818	vSocialMediaToolsandPlatformsinLearningEnvironments
v3549	vComputationalOptimization,MethodsandAlgorithms
v3548	vChaos-BasedCryptography
v3851	vHumanSystemsIntegrationtoEnhanceMaritimeDomainAwarenessforPort/HarbourSecurity
v2498	vITRS
v2499	vFIT
v2492	vComputerArchitectureLetters
v2493	vCLEIElectron.J.
v2490	vAIMagazine
v2491	vComputingandInformatics
v2496	vPAR
v2497	vIWS
v2494	vComput.Sci.Inf.Syst.
v2495	vUNIF
v2140	vManufacturing&ServiceOperationsManagement
v2141	vOrganizationScience
v2142	vERCIMNews
v2143	vIJCCBS
v2144	vHumanFactors
v2145	vTACCESS
v2146	vIJBIC
v2148	vJ.Visualization
v2149	vComputational&MathematicalOrganizationTheory
v1794	vMobIS
v7518	vGeometricProgrammingforDesignandCostOptimization,SecondEdition
v7519	vImageUnderstandingUsingSparseRepresentations
v7048	vCLIHC
v7049	vSciVis
v7046	vField-CoupledNanocomputing
v7047	vEvolution,ComplexityandArtificialLife
v7044	vEngineeringSecureFutureInternetServicesandSystems
v7045	vInteractiveKnowledgeDiscoveryandDataMininginBiomedicalInformatics
v7042	vChaosModelingandControlSystemsDesign
v7043	vAMMDS
v7040	vTSA
v7041	vHT(DoctoralConsortium/Late-breakingResults/Workshops)
v6399	vAnalysisandVisualizationofCitationNetwork
v6398	vGeneralGamePlaying
v6649	vWiNTECH@MobiCom
v6648	vCCMB
v3855	vSoftwareandSystemsSafety-SpecificationandVerification
v6391	vMCS@Middleware
v6390	vMiddlewareIndustry
v6393	vFoundationsandTrendsinOptimization
v6392	vMiddlewarePostersandDemos
v6395	vOutlierDetectionforTemporalData
v6394	vXPWorkshops
v6397	vTheEngineeringDesignChallenge:ACreativeProcess
v6396	vConstructingKnowledgeArt
v1797	vMPC
v1790	vProstateCancerImaging
v1791	vMultimediaInformationRetrieval
v6849	vComputationalVideo
v6848	vBDCloud
v6847	vFPW@SPLASH
v6846	vCISched
v6027	vLinkedDatainLinguistics
v6026	vHandbookofAmbientIntelligenceandSmartEnvironments
v6025	vAdvancesinGenerativeLexiconTheory
v6024	vAutonomicCommunication
v6023	vModel-DrivenDomainAnalysisandSoftwareDevelopment
v6022	vHCMC@ACMMultimedia
v6021	vARTEMIS@ACMMultimedia
v6020	vMMCommons@ACMMultimedia
v6029	vMorphogeneticEngineering,TowardProgrammableComplexSystems
v6028	vInnovationsforShapeAnalysis,ModelsandAlgorithms
v1556	vSIGecomExchanges
v1557	vTrans.MLDM
v1554	vSIGCSEBulletin
v1555	vIEEE-RITA
v1552	vSwarmIntelligence
v1553	vMathematicsinComputerScience
v1550	vICGAJournal
v1551	vSignal,ImageandVideoProcessing
v5615	vNIPSCausality:ObjectivesandAssessment
v5614	vICSS
v5617	vBIOIMAGING
v5616	vAdvancesinComputerEntertainment(Workshops)
v5611	vModelingandSimulation-BasedSystemsEngineeringHandbook
v5610	vInfoSec
v5613	vVietnamJ.ComputerScience
v1559	vPeer-to-PeerNetworkingandApplications
v1539	vMobileComputingandCommunicationsReview
v675	vCIAO!/EOMAS
v674	vCAIP
v677	vCANS
v676	vCALCO
v671	vSemanticsandAlgebraicSpecification
v670	vGraphTheory,ComputationalIntelligenceandThought
v673	vBPM
v672	vBIS(Workshops)
v679	vCASES
v678	vCASC
v6441	vINNS-CIIS
v6440	vINNSConferenceonBigData
v6115	vWDFIA
v6114	vBICOD
v6445	vSpringSim(MSM)
v6444	vIEEEInternetofThingsJournal
v6718	vJ.ComputationalEngineering
v6447	vSENSEMINE@SenSys
v6446	vLog-IC@LPNMR
v1310	vDALT
v1311	vDeLFI
v1644	vCSCLP
v1313	vDFN-ForumKommunikationstechnologien
v5936	vSESoS
v1314	vDFT
v1643	vCOSTConference(Prague)
v1316	vDS-RT
v1317	vEUROMICRO-SEAA
v1274	vJordanCanonicalForm:TheoryandPractice
v2829	vACWiC
v2828	vDBSocial
v2823	vHRPR
v2822	vICSTE-Energy
v2821	vSEWCN
v2820	vBIONETICS
v2827	vDSDE
v2826	vWPNC
v2825	vCODASPY
v2824	vICWET
v4258	vEurographics(ShortPapers)
v4259	vDB&LocalProceedings
v4252	vRePa
v4253	vREET
v4250	vRELAW
v4251	vMoDRE
v4256	vSBES
v4257	vNCCA
v4254	vIGCC
v5148	vGameofLifeCellularAutomata
v1272	vIntroductiontoChineseNaturalLanguageProcessing
v1468	vPanhellenicConferenceonInformatics
v1469	vQSIC
v3158	vFedCSIS
v3159	vHISB
v3154	vCIRA
v3155	vISWSA
v3156	vIAIT
v3157	vISMIR
v3151	vAdvancesinModalLogic
v3152	vFOCI
v3153	vMEDI
v1270	vInformationArchitecture:TheDesignandIntegrationofInformationSpaces
v7252	vSNAPL
v7254	vPDATAD
v1654	vDEXA()
v7253	vSGPPosters
v402	vBusiness&InformationSystemsEngineering
v7251	vTechnicalReport
v7250	vDCI@INTERACT
v7257	vNetEcon
v7256	vWPES@CCS
v7255	vECDA
v403	vEncyclopediaofOptimization
v7259	vBio-inspiringCyberSecurityandCloudServices
v7258	vTransactionsoftheSDPS
v879	vMSV
v878	vMSR
v877	vFOSD
v876	vMoDELS
v875	vMobiDE
v874	vMOBICOM-CoRoNet
v873	vMOBICOM
v872	vMMNS
v871	vACMMultimedia
v870	vMLDMPosters
v6258	vAAAIFallSymposium:DiscoveryInformatics
v6259	vAAAIFallSymposium:CommonsenseKnowledge
v6250	vAAAIFallSymposium:BiologicallyInspiredCognitiveArchitectures
v6251	vAAAIFallSymposium:RobotsLearningInteractivelyfromHumanTeachers
v6252	vAAAIFallSymposium:ManifoldLearningandItsApplications
v6253	vAAAIFallSymposium:QuantumInformaticsforCognitive,Social,andSemanticProcesses
v6254	vAAAIFallSymposium:CognitiveandMetacognitiveEducationalSystems
v6255	vAAAIFallSymposium:ProactiveAssistantAgents
v6256	vAAAIFallSymposium:ComplexAdaptiveSystems
v6257	vAAAIFallSymposium:ArtificialIntelligenceofHumor
v408	vInhibitoryRulesinDataAnalysis
v409	vInnovativeApplicationsinDataMining
v1215	vHealthInformaticsJournal
v1214	vT.Large-ScaleData-andKnowledge-CenteredSystems
v1217	vIJOSSP
v1709	vHPCS
v1703	vEuroHaptics()
v1702	vGestureWorkshop
v1701	vGREC
v1700	vGPCWorkshops
v1707	vHotOS
v1706	vHIS
v1705	vHiPC
v1704	vWorldHaptics
v1211	vI.J.InformationAcquisition
v5930	vTowardsServiceRobotsforEverydayEnvironments
v5283	vESSS
v5280	vBMCSystemsBiology
v5281	vICEIS(RevisedSelectedPapers)
v5934	vPracticalSigncryption
v5935	vFaultAnalysisinCryptography
v5284	vNetGames
v5285	vMobileHCIAdjunct
v5938	vASWEC
v5939	vSMSociety
v5288	vSSP
v5289	vJ.FormalizedReasoning
v5493	vSPRO@ICSE
v5492	vWEH@ICSE
v5491	vSESoS@ICSE
v5490	vSEMS@ICSE
v5497	vCD-ARESWorkshops
v5496	vIETInformationSecurity
v5495	vICCC
v5494	vFLinAI@IJCAI
v4887	vPGAS
v4730	vIntelligentAdaptationandPersonalizationTechniquesinComputer-SupportedCollaborativeLearning
v4733	vWING@ETAPS/IJCAR
v4732	vKaleidoscope
v4735	vPAAR@IJCAR
v4734	vVERIFY@IJCAR
v4737	vPxTP@CADE
v4736	vEMSQMS@IJCAR
v4739	vWI-IAT
v4738	vSMT@IJCAR
v4889	vIntJ.InformationManagement
v4888	vEAIT
v3701	vScalableIntegrationofAnalyticsandVisualization
v3700	vLanguage-ActionToolsforCognitiveArtificialAgents
v3703	vComputationalModelsofNaturalArgument
v3702	vLifelongLearning
v3705	vArtificialIntelligenceandSmarterLiving
v3704	vBridgingtheGapBetweenTaskandMotionPlanning
v3707	vHuman-RobotInteractioninElderCare
v3706	vPlan,Activity,andIntentRecognition
v3709	vCGAMES
v3708	vBMAS
v1967	vSiPS
v1966	vCDC
v1965	vComplex
v5425	vUniformDistributionandQuasi-MonteCarloMethods
v5422	vIEEETrans.Comput.SocialSystems
v5423	vUbiCompAdjunct
v5420	vJahreInformatik@Braunschweig
v5421	vGraphTransformationsandModel-DrivenEngineering
v5428	vAmI(Workshops/Posters)
v5429	vMISNC
v4089	vCTS
v4088	vSNS
v4087	vDCNET/ICE-B/OPTICS
v4086	vTrustCom
v4085	vCILC
v4084	vVLDS
v4083	vWEIS
v4082	vACL()
v4081	vIDMAN
v4080	vSVR
v3833	vSeriousGamesandEdutainmentApplications
v3832	vTheScienceofServiceSystems
v3831	vTheConnectedHome-TheFutureofDomesticLife
v3830	vIntegrationsofDataWarehousing,DataMiningandDatabaseTechnologies
v3837	vGeneticandEvolutionaryComputation:MedicalApplications
v3836	vGuidetoGeometricAlgebrainPractice
v3835	vRobustSpeechRecognitionofUncertainorMissingData
v3834	vCommunity-BuiltDatabases
v3839	vIntelligentComputerGraphics
v3838	vEnsemblesinMachineLearningApplications
v1445	vIEEEInternationalWorkshoponRapidSystemPrototyping
v2618	vIntelligentSystemsforAutomatedLearningandAdaptation
v2614	vJNIT
v2615	vIJCIS
v2610	vIJCMAM
v2611	vIJITBAG
v2612	vIJGBL
v2613	vJ.ofIT&Tourism
v7064	vSRDSWorkshops
v7065	vCPSNA
v7066	vTrans.Edutainment
v7067	vAdv.ArtificialNeuralSystems
v7060	vDetectionandIdentificationofRareAudiovisualCues
v7061	vGISTAM
v7062	vNyNaK
v7063	vFoundationsandTrendsinMicroeconomics
v983	vSOCASE
v7068	vBCSS@PERSUASIVE
v7069	vDyNetMM@SIGMOD
v7392	vKDPD
v7393	vSAGEO
v7390	vDyDESS
v7391	vHotNets-XIII
v7396	vFINREC
v7397	vIEETeL@ECIS
v7394	vMobilityData
v7395	vWLP/WFLP
v7398	vSPETP@SPICE
v7399	vICISSP
v6657	vCRIS
v3279	viStar
v7543	vGeometricNetworks,MetricSpaceEmbeddingsandSpatialDataMining
v6621	vCircuits,Logic,andGames
v6620	vCognitiveRobotics
v6623	vInsiderThreats:StrategiesforPrevention,Mitigation,andResponse
v6622	vFoundationsforForgery-ResilientCryptographicHardware
v6625	vEnablingHolisticApproachestoBusinessProcessLifecycleManagement
v6624	vDataStructures
v6627	vTheSemanticsofInformation
v6626	vModel-BasedTestinginPractice
v6629	vScientificVisualization
v6628	vComputer-assistedproofs-tools,methodsandapplications
v1390	vIFSA/EUSFLATConf.
v1391	vICIRA
v1392	vIROS
v1393	vLION
v1394	vWiMob
v1395	vSASP
v1396	vAGS
v1397	vACIIDS
v1398	vDOR
v1399	vDBTA
v7542	vDemarcatingUsereXperience
v1382	vNBiS
v5639	vBEAT
v5638	vIASAnnualMeeting
v1579	vCIT
v5633	vPublicLibraryQuarterly
v1575	vDecisionAnalysis
v1576	vManagementScience
v5630	vQuASoQ/WAWSE/CMCE@APSEC
v1570	vI.J.Computer-SupportedCollaborativeLearning
v1571	vJournalofZhejiangUniversity-ScienceC
v1572	vJ.LocationBasedServices
v1573	vAutomatisierungstechnik
v7547	vChronobioengineering:IntroductiontoBiologicalRhythmswithApplications,Volume
v7546	vDesigningDevelopment:CaseStudyofanInternationalEducationandOutreachProgram
v613	vIJIPT
v612	vIJNVO
v611	vIJISTA
v610	vIJSN
v617	vFoundationsandTrendsinMachineLearning
v616	vIEEETransactionsonSignalProcessing
v615	vIEEETransactionsonNeuralNetworks
v614	vIJIIDS
v619	vTIIS
v618	vFoundationsandTrendsinNetworking
v7545	vQueryProcessingoverUncertainDatabases
v4270	vWRAS
v4271	vGENSiPS
v4272	vIJCB
v4273	vSIGRAD
v4274	vVISIGRAPP(SelectedPapers)
v4275	vJapTAL
v4276	vMDM
v4277	vCSS
v4278	vHILT
v4279	vBonnWorkshoponCombinatorialOptimization
v3138	vAdaptiveHigh-ResolutionSensorWaveformDesignforTracking
v3139	vTheIntegral:ACruxforAnalysis
v3132	vExperienceDesign
v3133	vProbabilisticRankingTechniquesinRelationalDatabases
v3130	vInformationRetrievalEvaluation
v3131	vDynamicBinaryModification:Tools,Techniques,andApplications
v3136	vAGuidetoVisualMulti-LevelInterfaceDesignFromSynthesisofEmpiricalStudyEvidence
v3137	vDesigningandEvaluatingUsableTechnologyinIndustrialResearch
v3134	vFundamentalsofObjectDatabases:Object-OrientedandObject-RelationalDesign
v3135	vModelingandAnalysisofShapewithApplicationsinComputer-AidedDiagnosisofBreastCancer
v2841	viWIGP
v2840	vHOR
v2843	vHPC
v2842	vSecCo
v2845	vInternationalJournalofShapeModeling
v2844	vIBMJournalofResearchandDevelopment
v2847	vADS
v2846	vJAMDS
v2848	vJ.Comp.AssistedLearning
v5608	vIWSECO@ICSOB
v1564	vAdvancesinAdaptiveDataAnalysis
v1569	vCryptographyandCommunications
v855	vKDDWorkshoponDataMiningusingMatricesandTensors
v854	vKDDWorkshoponStatisticalandRelationalLearninginBioinformatics
v857	vKES()
v5605	vCIMSIVP
v851	vKDDWorkshoponKnowledgeDiscoveryfromUncertainData
v850	vKDDWorkshoponCyberSecurityandIntelligenceInformatics
v853	vKDDWorkshoponVisualAnalyticsandKnowledgeDiscovery
v852	vKDDWorkshoponKnowledgeDiscoveryfromSensorData
v7231	vEncyclopediaofKnowledgeManagement
v7230	vECLAP
v7233	vDS@CONTEXT
v7232	vLTLT@SLaTE
v859	vLICS
v858	vKSEM
v7237	vEuropeanDataProtection:ComingofAge
v7236	vInteractiveDMultimediaContent
v2265	vAutomatedGrammaticalErrorDetectionforLanguageLearners
v2264	vBasicFeedbackControlsinBiomedicine
v2267	vCross-LanguageInformationRetrieval
v2266	vMATLABSoftwarefortheCodeExcitedLinearPredictionAlgorithm:TheFederalStandard-
v2261	viRODSPrimer:IntegratedRule-OrientedDataSystem
v2260	vTheComplexityofNoise
v2262	vAdvancesinModernBlindSignalSeparationAlgorithms:TheoryandApplications
v2269	vEstimatingtheQueryDifficultyforInformationRetrieval
v2268	vMultidimensionalDatabasesandDataWarehousing
v583	vInt.J.WebEng.Technol.
v582	vInt.J.SemanticWebInf.Syst.
v581	vIJKL
v580	vLogicJournaloftheIGPL
v587	vJ.Comput.Sci.Technol.
v586	vJ.Artif.Intell.Res.(JAIR)
v585	vJACIII
v584	vInformationFusion
