v3116	vTradingAgents
v1964	vCIBB
v1963	vAST/UCMA/ISA/ACN
v1962	vLectureNotesInElectricalEngineering
v1961	vICCVG
v1960	vICCVG()
v1969	vITRevolutions
v1968	vLTC
v2878	vInformation&Management
v118	vTangibleandEmbeddedInteraction
v119	vISBRA
v2879	vJ.ofManagementInformationSystems
v114	vMIRAGE
v1189	vConcurrentEngineering:R&A
v116	vPAISI
v117	vSPECBenchmarkWorkshop
v110	vWALCOM
v111	vICDS
v112	vHRI
v1188	vInformationSecurityJournal:AGlobalPerspective
v4089	vCTS
v4088	vSNS
v4087	vDCNET/ICE-B/OPTICS
v4086	vTrustCom
v4085	vCILC
v4084	vVLDS
v4083	vWEIS
v4082	vACL()
v4081	vIDMAN
v3872	vTAFA
v2544	vJITR
v2545	vJGIM
v2546	vJECO
v2547	vIRMJ
v2540	vJAISE
v2541	vIJKSR
v2542	vJ.CasesonInf.Techn.
v2543	vJOEUC
v3839	vIntelligentComputerGraphics
v2976	vJoCG
v2548	vIJWLTT
v2549	vIJWP
v4269	vJCKBSE
v4268	vWISES
v4065	vICSOFT
v2870	vIJOPCD
v3830	vIntegrationsofDataWarehousing,DataMiningandDatabaseTechnologies
v4066	vMBMV
v3019	vQAPL
v3018	vWWV
v4063	vCVM
v2871	vIJMMME
v3015	vProceedingsoftheIEEE
v3014	vInt.J.DigitalEarth
v3017	vLoCoCo
v3016	vWORDS
v3011	vAmericanJ.ComputationalMathematics
v2872	vIJKBO
v3013	vFormalizedMathematics
v3012	vInt.J.IntelligenceScience
v3529	vX.media.publishing
v2873	vIJCBPL
v4198	vPlanningwithMarkovDecisionProcesses:AnAIPerspective
v2874	vIJCALLT
v3445	vMindsandMachines
v2875	vTAL
v2948	vJ.CryptographicEngineering
v2949	vJ.ComputationalAppliedMathematics
v3493	vSpringSim(MMS)
v3492	vSpringSim(HPC)
v3495	vSpringSim(ADS)
v2876	vInformation
v3497	vSpringSim(SimAUD)
v3496	vSpringSim(EAIA)
v2940	vLanguageandLinguisticsCompass
v2941	vIJCAC
v2942	vIJIRR
v2877	vAustralasianJ.ofInf.Systems
v2944	vMCFNS
v2945	vLogisticsResearch
v2946	vInt.J.SatelliteCommunicationsNetworking
v2947	vInteract.Techn.SmartEdu.
v2720	vSAM
v2721	vTPCG
v2722	vVAST
v2723	vVECPAR
v2724	vVolumeGraphics
v2725	vVISSOFT
v2726	vVLDBPhDWorkshop
v2204	vSemanticsinAdaptiveandPersonalizedServices
v2728	vWI-MAW
v2729	vVomProjektzumProdukt
v1413	vCSO()
v4429	ve-Science
v4411	vEVOLVE
v3539	vTechnology-EnhancedSystemsandToolsforCollaborativeLearningScaffolding
v3129	vDigitalImageProcessingforOphthalmology
v3128	vFundamentalsofBiomedicalTransportProcesses
v3121	vRepresentationsandTechniquesforDObjectRecognitionandSceneInterpretation
v1412	vSISAP
v3123	vNetworkGames:Theory,Models,andDynamics
v3122	vAPrimeronMemoryConsistencyandCacheCoherence
v3125	vSearch-BasedApplications:AttheConfluenceofSearchandDatabaseTechnologies
v3124	vComputationalGenomicSignatures
v3127	vUser-CenteredAgileMethods
v3126	vGeographicalDesign
v334	vWirelessCommunicationsandMobileComputing
v335	vJ.WebSem.
v336	vInt.J.CommunicationSystems
v337	vSpeechCommunication
v330	vIEEETransactionsonSystems,Man,andCybernetics,PartA
v331	vJ.Vis.Lang.Comput.
v332	vVLDBJ.
v333	vWirtschaftsinformatik
v338	vJournalofGraphTheory
v339	vAppliedMathematicsandComputation
v3440	vIEEETrans.Contr.Sys.Techn.
v1411	vARTCOM
v3289	vMathWikis
v3834	vCommunity-BuiltDatabases
v3566	vRFIDExplained
v2618	vIntelligentSystemsforAutomatedLearningandAdaptation
v2619	vHandbookofResearchonFuzzyInformationProcessinginDatabases
v2614	vJNIT
v2615	vIJCIS
v2616	vInProceedingsoftheSecondSingaporeInternationalConferenceonIntelligentSystems
v2617	vAmbientIntelligenceandSmartEnvironments
v2610	vIJCMAM
v2611	vIJITBAG
v2612	vIJGBL
v2613	vJ.ofIT&Tourism
v3235	vIAAI
v3234	vICGSEWorkshops
v3237	vLDOW
v3236	vWASPAA
v3231	vICAIC()
v3230	vSEW
v3233	vICGSE
v3232	vICEEI
v3239	vScientificVisualization:Interactions,Features,Metaphors
v3238	vVideoProcessingandComputationalVideo
v3319	vICMR
v3528	vAdvancesinComputerVisionandPatternRecognition
v3491	vCurvesandsurfaces
v3375	vISICA()
v3704	vBridgingtheGapBetweenTaskandMotionPlanning
v4430	vACITY()
v3378	vSFCM
v848	vK-CAP
v849	vKDDWorkshoponHumanComputation
v4262	vMUSIC
v3379	vDUI
v842	vICPC
v843	vIWSEC
v840	vIWDW
v841	vICEC
v846	vJISBD
v847	vJSSPP
v844	vIWSM/Mensura
v845	vJFLA
v2058	vVS-GAMES
v2059	vNETCOM
v2052	vHumanVisionandElectronicImaging
v2053	vEKNOW
v2050	vIEEEConf.ofIntelligentSystems
v2051	vComputationalImaging
v2056	vNCM
v2057	vCNL
v2054	vDigitalPhotography
v2055	vMVHI
v3862	vTelecommunicationEconomics
v4032	vAppliedMathematicalSciences
v590	vInt.J.WebServiceRes.
v591	vKI
v592	vJ.Log.Comput.
v593	vNaturalComputing
v594	vNeuralProcessingLetters
v595	vIEEETrans.PatternAnal.Mach.Intell.
v596	vParallelProcessingLetters
v597	vACMQueue
v598	vSIGMODRecord
v599	vIEEESoftware
v4229	vVSMM
v2774	vIJCBS
v1628	vInscrypt
v1629	vCLEF
v1620	vComputersandTheirApplications
v1621	vCBMS
v1622	vCCCG
v1623	vCCIA
v1624	vCGI
v1625	vCGO
v1626	vCIAC
v1627	vCIBCB
v4290	vCloud-I
v3355	vMIPRO
v3541	vIntelligentNetworking,CollaborativeSystemsandApplications
v30	vEACL(StudentResearchWorkshop)
v31	vECBS
v32	vECIR
v33	vEDBT
v34	vEMO
v35	vESOP
v36	vEUROCRYPT
v37	vEuroGP
v38	vEvoCOP
v39	vEvoWorkshops
v2985	vIJCNS
v1385	vIMF
v3299	vCETS
v932	vSIGGRAPHMusic&Audio
v933	vSIGITEConference
v930	vSIGGRAPHTalks
v931	vSIGGRAPHPosters
v936	vESEC/SIGSOFTFSE
v937	vSIGUCCS
v934	vKEYS
v935	vDBTest
v1383	vExaCt
v938	vSLIP
v939	vSymposiumonSolidandPhysicalModeling
v3880	vSePublica
v1382	vNBiS
v1714	vICAPP()
v1715	vICADL
v1716	vICAISC()
v1717	vICCAD
v1710	vHT
v1381	vIWSOS
v1712	vIADISAC
v1713	vLVA/ICA
v2986	vPraxisderInformationsverarbeitungundKommunikation
v1380	vMOMPES
v1718	vICCHP()
v1719	vICEIS(SelectedPapers)
v1794	vMobIS
v4399	vJ.Comput.Meth.inScienceandEngineering
v3448	vSpringerUndergraduateTextsInMathematicsAndTechnology
v1795	vModellierung
v1796	vMoDELSWorkshops
v1797	vMPC
v1578	vLectureNotesinComputerScience
v1579	vCIT
v1574	vInterfaces
v1575	vDecisionAnalysis
v1576	vManagementScience
v1577	vCSWS
v1570	vI.J.Computer-SupportedCollaborativeLearning
v1571	vJournalofZhejiangUniversity-ScienceC
v1572	vJ.LocationBasedServices
v1573	vAutomatisierungstechnik
v4398	vJournalofSocialStructure
v3877	vS-BPMONE
v1088	vComputinginScienceandEngineering
v1089	vGraphicalModels
v2637	vThesystemsprogrammingseries
v1084	vBMCBioinformatics
v1085	vComputationalLinguistics
v1086	vConnect.Sci.
v1087	vConstraints
v1080	vEICS
v1081	vfdg
v1082	vAdvancesinComputers
v1083	vActaCybern.
v451	vECSQARU
v2980	vJ.SensorTechnology
v450	vECMDA-FA
v905	vSAGA
v1152	vWorldWideWeb
v1153	vJ.VisualCommunicationandImageRepresentation
v1150	vJournalinComputerVirology
v1151	vWirelessNetworks
v1156	vSignalProcessingSystems
v1157	vIntelligentDecisionTechnologies
v1154	vMicroprocessorsandMicrosystems-EmbeddedHardwareDesign
v1155	vWebIntelligenceandAgentSystems
v1408	vICTA
v903	vSelectedAreasinCryptography
v1158	vIJWMC
v1159	vIJAMC
v3523	vDesignofImageProcessingEmbeddedSystemsUsingMultidimensionalDataFlow
v902	vReasoningWeb
v1884	vAIIDE
v1885	vGrC
v1886	vVTCSpring
v1887	vVTCFall
v1880	vCRITIS
v457	vFSE
v1882	vVISAPP()
v1883	vCollaborateCom
v3589	vDistributedUserInterfaces
v900	vRECOMB-CG
v1888	vSymposiumonComputerAnimation
v1889	vIPCCC
v613	vIJIPT
v612	vIJNVO
v611	vIJISTA
v610	vIJSN
v617	vFoundationsandTrendsinMachineLearning
v616	vIEEETransactionsonSignalProcessing
v615	vIEEETransactionsonNeuralNetworks
v614	vIJIIDS
v619	vTIIS
v618	vFoundationsandTrendsinNetworking
v3921	vIPTPS
v4143	vSCOR
v4019	vSemanticWebAndBeyond
v4141	vAE-CAI
v3924	vASRU
v2983	vCircuitsandSystems
v3713	vADBIS()
v3710	vPMAM
v3711	vGfKl
v3716	vPETS
v3717	vHotInterconnects
v3714	vADBIS(localproceedings)
v3715	vWOCC
v4472	vMonographsInTheoreticalComputerScience
v4473	vBDA
v3718	vGames
v3719	vComp.inBio.andMed.
v4474	vCSO
v4475	vSystemModellingandOptimization
v1970	vICCCI(SCIVolume)
v1971	vAccessNets
v1972	vLerNetALFASummerSchool
v1973	vKRAMAS
v1974	vFITraMEn
v1975	vISIPS
v1976	vABiALS
v1977	vACIIDS()
v1978	vILC
v1979	vAPSCC
v4015	vSYNT
v3637	vArtificialIntelligenceintheGameDesignProcess
v2625	vEtudedelanotiondepileapplicationàl'analysesyntaxique.
v3022	vFOCLASA
v109	vGRAPP
v108	vVISSAPP()
v107	vVEE
v106	vPSIVT
v105	vWICOW
v104	vWWW
v103	vWissensmanagement
v102	vWEBIST
v101	vWAW
v100	vAPWeb/WAIM
v3954	vSoftwareServiceandApplicationEngineering
v3955	vLogicProgramming,KnowledgeRepresentation,andNonmonotonicReasoning
v3956	vCTIC
v2626	vProgramm-InformationPI-
v3950	vLogicandProgramSemantics
v3951	vCorrectReasoning
v3952	vTheMultivariateAlgorithmicRevolutionandBeyond
v3953	vLogicPrograms,NormsandAction
v4090	vDSNWorkshops
v2621	vNature-InspiredInformaticsforIntelligentApplicationsandKnowledgeDiscovery
v2187	vJ.MultivariateAnalysis
v4093	vVDAT
v3958	vACMDEV
v3959	vITCH
v4096	vGREENS
v2620	vStrategicAdvancementsinUtilizingDataMiningandWarehousingTechnologies
v2531	vIEEET.InstrumentationandMeasurement
v2530	vBIAA
v2533	vCartographica
v2532	vIJERTCS
v2535	vIJOCI
v2534	vIJMBL
v2537	vIJGC
v2536	vControlandIntelligentSystems
v2539	vACMTIST
v2538	vIJMDEM
v3826	vHandbookofAugmentedReality
v2622	vSoftware,InformationundInformatik-eineSammlungeigenerFachveröffentlichungenundFotosausderZeitvonbis.
v3820	vSocialMediaModelingandComputing
v3422	vJMPT
v3304	vRANLPStudentResearchWorkshop
v3823	vContextandSemanticsforKnowledgeManagement
v4076	vEST
v4077	vAIAI()
v4074	vNAACL(StudentResearchWorkshop)
v3423	vJ.Solid-StateCircuits
v4072	vWCCI
v4073	vCOMPARE
v3008	vInformaticaDidactica
v3009	vJ.SystemsandIT
v3006	vLibraryHiTech
v3007	vJ.Sel.TopicsSignalProcessing
v3004	vJ.QuantumInformationScience
v3005	vJ.IntelligentSystems
v3002	vRAIRO-OperationsResearch
v3003	vIACRCryptologyePrintArchive
v3000	vIJCCE
v3001	vJ.EnterpriseInf.Management
v56	vLaw,OntologiesandtheSemanticWeb
v3804	vServiceScience
v57	vICCPOL
v54	vHPCA
v3482	vAMCIS
v3428	vJ.Comput.Science
v3480	vFACS
v55	vHSCC
v3486	vCogART
v3487	vISMISIndustrialSession
v3484	vEGVE/EuroVR
v3429	vIEEEInstrum.Meas.Mag.
v1336	vISMVL
v3488	vICLS
v3489	vICLS()
v4388	vEIDWT
v3581	vAsynchronousSequentialMachineDesignandAnalysis
v1337	vISSEP
v3805	vFundamentalsofalgorithms
v3580	vRemoteSensingImageProcessing
v50	vGPC
v2289	vMcGrawHillseriesincomputerscience
v2288	vAppliedcomputing
v2287	vInformatikLehrbuch-Reihe
v2286	vGIJahrestagung()
v2285	vICGT
v51	vGROUP
v2283	vEKAW
v2282	vPerspectivesinneuralcomputing
v2281	vECCV()
v2280	vForschenundWissenInformatik
v2993	vControlandCybernetics
v2992	vJ.Inf.,Comm,EthicsinSociety
v2991	vRAIRO-Theor.Inf.andApplic.
v2990	vComputers&Geosciences
v2449	vPAAMS(SpecialSessionsandWorkshops)
v2448	vAICI()
v2995	vJSEA
v2994	vJournalofWSCG
v2445	vDLS
v2444	vAICOLWorkshops
v2447	vWICON
v2446	vPIMRC
v2441	vIOT
v2440	vSOCA
v2443	vSECON
v2442	vServiceWave
v3138	vAdaptiveHigh-ResolutionSensorWaveformDesignforTracking
v3139	vTheIntegral:ACruxforAnalysis
v3132	vExperienceDesign
v3133	vProbabilisticRankingTechniquesinRelationalDatabases
v3130	vInformationRetrievalEvaluation
v3131	vDynamicBinaryModification:Tools,Techniques,andApplications
v3136	vAGuidetoVisualMulti-LevelInterfaceDesignFromSynthesisofEmpiricalStudyEvidence
v3137	vDesigningandEvaluatingUsableTechnologyinIndustrialResearch
v2746	vBIOID
v3135	vModelingandAnalysisofShapewithApplicationsinComputer-AidedDiagnosisofBreastCancer
v327	vTPLP
v326	vIEEETrans.ParallelDistrib.Syst.
v325	vTOSN
v324	vTOS
v323	vACMTrans.Program.Lang.Syst.
v322	vIEEE/ACMTrans.Netw.
v321	vACMTrans.Math.Softw.
v320	vACMTrans.Model.Comput.Simul.
v2849	vJournalofMachineLearningResearch-ProceedingsTrack
v2848	vJ.Comp.AssistedLearning
v3803	vTheMorganKaufmannSeriesinComputerArchitectureandDesign
v329	vTechniqueetScienceInformatiques
v328	vIEEETrans.SoftwareEng.
v3309	vFGIT-FGCN()
v2747	vSTAIRS
v3308	vICSENG
v2669	vCOLING
v2668	vESAIR
v2199	vAdvancesinIntelligentInformationSystems
v2198	vFromMotorLearningtoInteractionLearninginRobots
v3450	vComputerscienceanddataanalysisseries
v3028	vICE
v3032	vDagstuhlManifestos
v2193	vParallelandDistributedComputationalIntelligence
v2192	vIntelligentMultimediaCommunication
v2191	vEvolutionaryAlgorithmsandChaoticSystems
v2190	vAdvancesinIntelligentInformationandDatabaseSystems
v2197	vAdvancesinMachineLearningI
v2196	vAnalogCircuitsandSystemsOptimizationbasedonEvolutionaryComputationTechniques
v2195	vIntelligentMultimediaAnalysisforSecurityApplications
v2194	vConstructiveNeuralNetworks
v3226	vGeospatialSemanticsandtheSemanticWeb
v3227	vTICTTL
v3224	vICFIE
v3225	vSIIT
v3222	vSYNASC
v3223	vCSISE()
v3220	vCADUI
v3221	vWEB
v2744	vIPTComm
v3228	vCSEE()
v3229	vHPAGC
v3453	vWeb-BasedApplicationsinHealthcareandBiomedicine
v3029	vPACO
v42	vEGC
v855	vKDDWorkshoponDataMiningusingMatricesandTensors
v854	vKDDWorkshoponStatisticalandRelationalLearninginBioinformatics
v857	vKES()
v856	vKDDWorkshoponDataMiningandAudienceIntelligenceforAdvertising
v851	vKDDWorkshoponKnowledgeDiscoveryfromUncertainData
v850	vKDDWorkshoponCyberSecurityandIntelligenceInformatics
v853	vKDDWorkshoponVisualAnalyticsandKnowledgeDiscovery
v852	vKDDWorkshoponKnowledgeDiscoveryfromSensorData
v4469	vICIST
v859	vLICS
v858	vKSEM
v2067	vITBAM
v2066	vETM
v2065	vDPH
v2064	vAAIP
v2063	vFormaltoPracticalSecurity
v2062	vNSS
v2061	vNEMS
v2060	vMEMICS
v2069	vTowardsTrustworthyElections
v2068	vMACOM
v2265	vAutomatedGrammaticalErrorDetectionforLanguageLearners
v2264	vBasicFeedbackControlsinBiomedicine
v2267	vCross-LanguageInformationRetrieval
v2266	vMATLABSoftwarefortheCodeExcitedLinearPredictionAlgorithm:TheFederalStandard-
v2261	viRODSPrimer:IntegratedRule-OrientedDataSystem
v2260	vTheComplexityofNoise
v2263	vData-IntensiveTextProcessingwithMapReduce
v2262	vAdvancesinModernBlindSignalSeparationAlgorithms:TheoryandApplications
v2269	vEstimatingtheQueryDifficultyforInformationRetrieval
v2268	vMultidimensionalDatabasesandDataWarehousing
v583	vInt.J.WebEng.Technol.
v582	vInt.J.SemanticWebInf.Syst.
v581	vIJKL
v580	vLogicJournaloftheIGPL
v587	vJ.Comput.Sci.Technol.
v586	vJ.Artif.Intell.Res.(JAIR)
v585	vJACIII
v584	vInformationFusion
v589	vJ.Sci.Comput.
v588	vJ.DataSemantics
v3812	vSyntheseLibrary
v3995	vMetacognitionforRobustSocialSystems
v2740	vCOMMA
v4445	vCISIS/ICEUTE/SOCOSpecialSessions
v4444	vISSREWorkshops
v442	vDCC
v4064	vTPNC
v4297	vPoEM(ShortPapers)
v4049	vDesigningAsynchronousCircuitsusingNULLConventionLogic(NCL)
v2741	vSummerSim
v1369	vWG
v1368	vCEC
v1365	vSIGGRAPHASIAArtGallery&EmergingTechnologies
v1364	vSIGGRAPHASIACourses
v1367	vWCRE
v1366	vCW
v1361	vSIGGRAPHASIAPosters
v1360	vOWLED
v1363	vSIGGRAPHASIAEducatorsProgram
v1362	vSIGGRAPHASIAAnimations
v929	vSIGDOC
v928	vMobiHeld
v925	vWREN
v924	vSIGCOMM
v927	vVISA
v926	vWOSN
v921	vSEUS
v920	vSoftwareEngineeringResearchandPractice
v923	vPRESTO
v922	vSID
v1761	vISBMS
v1760	vISBI
v1763	vISM
v1762	vISER
v1765	vISSRE
v1764	vISPDC
v1767	vIntelligentTutoringSystems()
v1766	vITNG
v1769	vJELIA
v1768	vIWPT
v3298	vOKCon
v4295	vMIRUM
v1509	vComputerSupportedCooperativeWork
v1508	vCombinatorica
v3458	vMiningandAnalyzingSocialNetworks
v1501	vIJCCI
v1500	vKMIS
v1503	vAnn.Math.Artif.Intell.
v1502	vArtif.Intell.Rev.
v1505	vComputerCommunicationReview
v1504	vArch.Math.Log.
v1507	vClusterComputing
v1506	vComputers&Graphics
v4292	vCS&P
v1417	vEIG
v1416	vCIIA
v1415	vCSIE()
v3485	vSNPD(SelectedPapers)
v1414	vAPPS
v4293	vATACCS
v1169	vFoundationsandTrendsinRobotics
v1168	vFoundationsandTrendsinElectronicDesignAutomation
v1167	vFoundationsandTrendsinHuman-ComputerInteraction
v1166	vFoundationsandTrendsinTheoreticalComputerScience
v1165	vFoundationsandTrendsinInformationRetrieval
v1164	vIEEEPervasiveComputing
v1163	vComputerPhysicsCommunications
v1162	vScholarpedia
v1161	vIEEETransactionsonWirelessCommunications
v1160	vIJDMB
v1215	vHealthInformaticsJournal
v1214	vT.Large-ScaleData-andKnowledge-CenteredSystems
v1217	vIJOSSP
v1216	vI.J.KnowledgeandWebIntelligence
v1211	vI.J.InformationAcquisition
v1210	vI.J.HumanoidRobotics
v1213	vEnterpriseModellingandInformationSystemsArchitectures
v1212	vResearchandPracticeinTechnologyEnhancedLearning
v1410	vVRCAI
v1219	vI.J.ComputationalBiologyandDrugDesign
v1218	ve-Minds
v4092	vAdvancesinComputerEntertainment
v2295	vAPMS
v1185	vI.J.RoboticsandAutomation
v1184	vT.Edutainment
v1187	vBehaviour&IT
v1186	vTran.CBR
v1181	vPVLDB
v1180	vJ.CognitiveNeuroscience
v628	vI.J.ArtificialIntelligenceinEducation
v629	vI.J.AdvancedCorporateLearning
v626	vComputerStandardsInterfaces
v627	vJ.InformationScience
v624	vJ.DataandInformationQuality
v625	vComputerStandards&Interfaces
v622	vIJDWM
v623	vCognitiveComputation
v620	vPervasiveandMobileComputing
v621	vElectronicNotesinDiscreteMathematics
v3455	vMatheuristics
v2627	vTeubnerStudienbücher
v3106	vModelsofHorizontalEyeMovements,PartII
v3457	vSecurityInformatics
v4291	vGAMENETS
v3104	vModelsofHorizontalEyeMovements,PartI
v3103	vLandmarkingandSegmentationofDCTImages
v3102	vUncertainSchemaMatching
v3293	vCGGA
v3101	vHighPerformanceDatacenterNetworks:Architectures,Algorithms,andOpportunities
v3729	vJ.EconomicTheory
v3728	vIJKEDM
v3727	vInt.J.GameTheory
v3726	vIJMIS
v3725	vInformationTechnologyandManagement
v2459	vMTPP
v3723	vScalableComputing:PracticeandExperience
v3722	vOptimizationMethodsandSoftware
v3721	vIJGCRSIS
v3720	vTechn.Analysis&Strat.Manag.
v2984	vInteractiveLearningEnvironments
v1989	vJCAI
v1988	vESIAT
v3562	vSynthesisLecturesonAssistive,Rehabilitative,andHealth-PreservingTechnologies
v2457	vREALWSN
v1985	vISCID
v1984	vICCNSM
v1987	vIFITA
v1986	vICASSP
v1981	vBLISS
v1980	vSERVICES
v1983	vCSIE
v1982	vARTComE
v4425	vWALCOMX
v138	vSanskritComputationalLinguistics
v139	vICLA
v3168	vIWSEC(ShortPapers)
v132	vFOAL
v133	vIDtrust
v130	vMOBILWARE
v131	vWKDD
v136	vLATA
v137	vVaMoS
v134	vBangaloreComputeConf.
v135	vTRUST
v3641	vFederationovertheWeb
v3920	vCCNC
v3923	vICAISC(SIDE-EC)
v3922	vITIB
v3925	vRTCSA()
v2982	vIEEET.GeoscienceandRemoteSensing
v3927	vMCIS
v3926	vSIGMOD/PODSPhDSymposium
v3929	vWMUTE
v3928	vONDM
v2451	vRFIDSec
v2522	vJSAT
v2523	vComputers&ChemicalEngineering
v2520	vIEEETrans.IndustrialInformatics
v2521	vIJTD
v2526	vProcediaCS
v2527	vSemanticWeb
v2524	vComputerMusicJournal
v2525	vJ.OptimizationTheoryandApplications
v3583	vEssentialsofAppliedMathematicsforEngineersandScientists
v3582	vConceptualModels
v2528	vIJT
v2529	vComputers&MathematicswithApplications
v3587	vAwarenessSystems
v3586	vOnlineWorlds:ConvergenceoftheRealandtheVirtual
v3585	vPervasiveAdvertising
v3584	vTheLandscapeofPervasiveComputingStandards
v4043	vEmbeddedSystemsInterfacingforEngineersusingtheFreescaleHCSMicrocontrollerI:AssemblyLanguageProgramming
v4042	vArduinoMicrocontrollerProcessingforEveryone!PartII
v3039	vCommunicationsandNetwork
v3038	vJ.GeographicInformationSystem
v3815	vHandbookofFaceRecognition
v4046	vPragmaticElectricalEngineering:Fundamentals
v4045	vProgressinApplicationsofBooleanFunctions
v4044	vIntroductiontoEmbeddedSystems:UsingANSICandtheArduinoDevelopmentEnvironment
v3033	vJ.SignalandInformationProcessing
v1682	vETRA
v2623	vMcGraw-Hillseriesinengineeringsciences
v3030	vAMMSE
v3037	vMultiple-ValuedLogicandSoftComputing
v3036	vWirelessEngineeringandTechnology
v3035	vIntelligentInformationManagement
v3034	vIJWMIP
v168	vAnn.PureAppl.Logic
v3798	vUndergraduateTopicsInComputerScience
v1899	vECSACompanionVolume
v4447	vBIC-TA()
v4446	vProHealth/KRHC
v3814	vHandbookofStatisticalBioinformatics
v1898	vLSMS/ICSEE()
v4443	vPRIMAWorkshops
v4442	vURSW(LNCSVol.)
v4441	veCrimeResearchersSummit
v4440	veBISS
v4449	vKIT-Nachwuchswissenschaftler-Symposium
v4448	vEPEW/UKPEW
v2298	vISI
v2299	vTextsintheoreticalcomputerscience
v4184	vMath.Program.Comput.
v3879	vCBDAR
v2290	vIBERAMIA
v2291	vICDEWorkshops
v2292	vICPR
v2293	vICSOC
v2294	vICWEWorkshops
v1688	vFDTC
v2296	vIJCNN
v2297	vISADS
v3107	vStrategicHealthTechnologyIncorporation
v161	vArtif.Intell.
v3105	vLearningwithSupportVectorMachines
v1689	vFLOPS
v2988	vIJQAETE
v2989	vCentralEurop.J.ComputerScience
v2458	vAmsterdamColloquiumonLogic,LanguageandMeaning
v160	vAdvancedEngineeringInformatics
v2456	vIWEI
v972	vIPCV
v2454	vSEMCCO
v2455	vMASS
v2452	vGameSec
v2453	vISITA
v2450	vLDTA
v973	vSAMT
v2852	vMath.Comput.
v3878	vS-BPMONE(ScientificResearch)
v2853	vRevistaColombianadeComputación
v2850	vJLCL
v3816	vRelatingSoftwareRequirementsandArchitectures
v4095	vPACLIC
v312	vACMTrans.Comput.-Hum.Interact.
v313	vACMTrans.Comput.Log.
v310	vTheJournalofSupercomputing
v311	vIEEETrans.Knowl.DataEng.
v316	vACMTrans.DatabaseSyst.
v317	vACMTrans.Graph.
v314	vACMTrans.Comput.Syst.
v315	vACMTrans.DesignAutom.Electr.Syst.
v2856	vIJIQ
v318	vACMTrans.Inf.Syst.
v319	vACMTrans.InternetTechn.
v1680	vESSLLIStudentSessions
v2857	vSCIENCECHINAInformationSciences
v2184	vTransactionsonPatternLanguagesofProgramming
v2185	vJ.AmbientIntelligenceandHumanizedComputing
v2186	vIJISSCM
v1681	vESWC()
v2180	vJ.Simulation
v2181	vJ.Real-TimeImageProcessing
v2182	vT.ComputationalCollectiveIntelligence
v2183	vIEEESystemsJournal
v3300	vSIMULTECH
v1686	vFinancialCryptographyWorkshops
v2855	vIEEETransactionsonSystems,Man,andCybernetics,PartC
v2188	vHandbookofInformationandCommunicationSecurity
v2189	vApplicationsofNeuralNetworksinHighAssuranceSystems
v1687	vFCCM
v2678	vECAL()
v2679	vEurographicsItalianChapterConference
v978	vCHINZ
v2672	vCOLING(Tutorials)
v2673	vAlgoSyn
v2670	vCOLING(Posters)
v979	vCreativity&Cognition
v2676	vPPES
v2677	vFOMC
v2674	vGrandChallengesforDiscreteEventLogisticsSystems
v2675	vKnowledgeRepresentationforIntelligentMusicProcessing
v3213	vTAROS
v3212	vWACV
v3211	vICIMCS
v2859	vIEEETransactionsonIntelligentTransportationSystems
v3217	vEAST
v3216	vMDA/MDSD
v3215	vISPA
v3214	vCCP
v3219	vINOC
v3218	vICGEC
v2754	vIJCCI(ICEC)
v4390	vSIGSPATIAL/GIS
v820	vIKE
v821	vIMAConferenceontheMathematicsofSurfaces
v822	vInternetMeasurementConference
v823	vIndustrialConferenceonDataMining-WorkshopDMM
v824	vIndustrialConferenceonDataMining-Posters
v825	vIndustrialConferenceonDataMining-IndustryProceedings
v826	vINTERACT()
v827	vIPMI
v828	vIPOM
v829	vIPDPS
v2070	vReplication
v2071	vICOODB
v2072	vIALP
v2073	vNDT()
v2074	vNOTERE
v2075	vIC
v2076	vIC()
v2077	vIIR
v2078	vGeoinformatics
v2079	vI-SEMANTICS
v4385	vCOIN@AAMAS&WI-IAT
v2276	vPrinciplesandApplicationsofDistributedEvent-BasedSystems
v2277	vAAMAS
v2274	vConferenceonDesigningInteractiveSystems
v2275	vDatabaseTechnologies:Concepts,Methodologies,Tools,andApplications
v2272	vTheStructureandPropertiesofColorSpacesandtheRepresentationofColorImages
v2273	vAccessControlinDataManagementSystems
v2270	vIntroductiontoReconfigurableSupercomputing
v2271	vBiomedicalImageAnalysis:Segmentation
v3292	vIVM/FTMDD/RTSOABIS/MSVVEIS
v2278	vPrincipleAdvancementsinDatabaseManagementTechnologies
v2279	vInformationstechnologienfürdiePraxis
v4288	vSeRSy
v4259	vDB&LocalProceedings
v2756	vICICA()
v3451	vInformationTechnologyandProductDevelopment
v1611	vRigorousMethodsforSoftwareConstructionandAnalysis
v4367	vSemanticsEmpoweredWeb.
v3876	vEWDTS
v4000	vFutureInternetAssembly
v2772	vBWCCA
v2750	vRIAO
v2770	vNaBIC
v1751	vINEX
v2634	vDiss.ETH
v4010	vComputability
v18	vASIACCS
v19	vCHI
v1378	vIISWC
v1379	vSASO
v12	vASPLOS
v13	vAutomata,FormalLanguages,andRelatedTopics
v10	vARCS
v11	vGPGPU
v16	vCATA
v17	vCC
v14	vBIS
v15	vBTW
v958	vMSVVEIS
v959	vWGIS
v488	vISMM
v489	vJCDL
v1663	vECAI
v950	vTrustBus
v483	vISNN()
v952	vUC
v953	vUIC
v954	vUIST
v955	vUMAP
v956	vUSAB
